,match_id,team,player,minute,second,type,location,shot_end_location,shot_body_part,shot_outcome,shot_statsbomb_xg,start_x,start_y,end_x,end_y,season
3901,19778,Birmingham City WFC,Lucy Staniforth,19,7,Shot,"[68.0, 39.0]","[118.0, 43.4, 2.0]",Right Foot,Saved,0.013619029,68.0,39.0,118.0,43.4,1
3902,19778,Birmingham City WFC,Lucy Staniforth,27,35,Shot,"[113.0, 18.0]","[116.0, 78.0]",Right Foot,Wayward,0.031032158,113.0,18.0,116.0,78.0,1
3903,19778,Birmingham City WFC,Lucy Staniforth,44,15,Shot,"[97.0, 17.0]","[120.0, 41.1, 5.5]",Right Foot,Off T,0.045493238,97.0,17.0,120.0,41.1,1
3904,19778,Birmingham City WFC,Lucy Quinn,51,48,Shot,"[113.0, 46.0]","[119.0, 35.0, 2.4]",Left Foot,Off T,0.046397664,113.0,46.0,119.0,35.0,1
3905,19778,Birmingham City WFC,Lucy Staniforth,55,0,Shot,"[92.0, 28.0]","[118.0, 36.8, 1.2]",Right Foot,Saved,0.016894905,92.0,28.0,118.0,36.8,1
3911,19778,Birmingham City WFC,Lucy Staniforth,66,37,Shot,"[88.0, 44.0]","[119.0, 45.0, 2.4]",Right Foot,Off T,0.016655384,88.0,44.0,119.0,45.0,1
3912,19778,Birmingham City WFC,Meaghan Sargeant,70,11,Shot,"[110.0, 34.0]","[118.0, 39.9, 1.4]",Head,Saved,0.03325787,110.0,34.0,118.0,39.9,1
3913,19778,Birmingham City WFC,Lucy Staniforth,78,32,Shot,"[94.0, 29.0]","[97.0, 30.0]",Right Foot,Blocked,0.019868253,94.0,29.0,97.0,30.0,1
3914,19778,Birmingham City WFC,Lucy Staniforth,80,7,Shot,"[90.0, 24.0]","[119.0, 40.1, 2.8]",Right Foot,Post,0.02665534,90.0,24.0,119.0,40.1,1
3915,19778,Birmingham City WFC,Meaghan Sargeant,80,24,Shot,"[98.0, 40.0]","[105.0, 43.0]",Right Foot,Blocked,0.030578006,98.0,40.0,105.0,43.0,1
3916,19778,Birmingham City WFC,Lucy Quinn,82,30,Shot,"[92.0, 46.0]","[119.0, 37.0, 1.6]",Left Foot,Saved,0.033554927,92.0,46.0,119.0,37.0,1
3917,19778,Birmingham City WFC,Hayley Ladd,84,0,Shot,"[91.0, 27.0]","[120.0, 46.3, 4.3]",Right Foot,Off T,0.011588805,91.0,27.0,120.0,46.3,1
3919,19778,Birmingham City WFC,Connie Scofield,93,2,Shot,"[99.0, 53.0]","[101.0, 50.0]",Right Foot,Blocked,0.019301012,99.0,53.0,101.0,50.0,1
3920,19778,Birmingham City WFC,Charlie Wellings,93,7,Shot,"[100.0, 44.0]","[119.0, 41.9, 1.0]",Right Foot,Saved,0.060603105,100.0,44.0,119.0,41.9,1
3741,19733,Birmingham City WFC,Emma Follis,4,20,Shot,"[103.0, 55.0]","[119.0, 42.8, 0.2]",Right Foot,Saved,0.035536993,103.0,55.0,119.0,42.8,1
3744,19733,Birmingham City WFC,Chloe Arthur,17,24,Shot,"[91.0, 39.0]","[120.0, 35.2, 2.9]",Left Foot,Off T,0.031297415,91.0,39.0,120.0,35.2,1
3745,19733,Birmingham City WFC,Lucy Staniforth,18,46,Shot,"[113.0, 42.0]","[116.0, 40.0]",Right Foot,Wayward,0.2846494,113.0,42.0,116.0,40.0,1
3746,19733,Birmingham City WFC,Hayley Ladd,23,14,Shot,"[102.0, 40.0]","[120.0, 33.3, 1.3]",Right Foot,Off T,0.0811023,102.0,40.0,120.0,33.3,1
3749,19733,Birmingham City WFC,Emma Follis,33,58,Shot,"[101.0, 58.0]","[120.0, 43.2, 1.3]",Right Foot,Saved,0.015413678,101.0,58.0,120.0,43.2,1
3753,19733,Birmingham City WFC,Meaghan Sargeant,48,22,Shot,"[114.0, 44.0]","[119.0, 36.2, 0.7]",Head,Goal,0.11550733,114.0,44.0,119.0,36.2,1
3755,19733,Birmingham City WFC,Lucy Staniforth,58,26,Shot,"[100.0, 32.0]","[103.0, 40.5, 0.9]",Right Foot,Saved,0.4237227,100.0,32.0,103.0,40.5,1
3761,19733,Birmingham City WFC,Hayley Ladd,73,43,Shot,"[94.0, 15.0]","[120.0, 37.2, 1.5]",Right Foot,Saved,0.019932806,94.0,15.0,120.0,37.2,1
3766,19733,Birmingham City WFC,Lucy Staniforth,87,4,Shot,"[117.0, 54.0]","[119.0, 43.8, 1.0]",Right Foot,Saved,0.026223471,117.0,54.0,119.0,43.8,1
3478,2275092,Birmingham City WFC,Lucy Staniforth,22,16,Shot,"[83.9, 55.1]","[117.9, 38.4, 0.5]",Right Foot,Saved,0.009930425,83.9,55.1,117.9,38.4,1
3486,2275092,Birmingham City WFC,Rachel Williams,46,6,Shot,"[112.8, 31.8]","[119.3, 36.9, 0.5]",Head,Saved,0.028226793,112.8,31.8,119.3,36.9,1
3491,2275092,Birmingham City WFC,Claudia Walker,61,26,Shot,"[101.2, 53.4]","[105.3, 49.8]",Right Foot,Blocked,0.050312404,101.2,53.4,105.3,49.8,1
3495,2275092,Birmingham City WFC,Emma Rose Kelly,80,8,Shot,"[104.8, 22.1]","[106.2, 23.9]",Right Foot,Blocked,0.022293627,104.8,22.1,106.2,23.9,1
3496,2275092,Birmingham City WFC,Lucy Staniforth,80,14,Shot,"[91.9, 39.0]","[107.7, 41.0]",Right Foot,Blocked,0.017732412,91.9,39.0,107.7,41.0,1
3499,2275092,Birmingham City WFC,Emma Rose Kelly,91,5,Shot,"[109.2, 45.6]","[109.8, 44.9]",Left Foot,Blocked,0.077591926,109.2,45.6,109.8,44.9,1
3500,2275092,Birmingham City WFC,Rachel Williams,91,30,Shot,"[111.2, 37.1]","[112.6, 37.3]",Head,Blocked,0.019795848,111.2,37.1,112.6,37.3,1
3501,2275092,Birmingham City WFC,Lucy Whipp,91,32,Shot,"[115.0, 37.4]","[120.0, 34.5, 0.2]",Right Foot,Off T,0.2592216,115.0,37.4,120.0,34.5,1
3928,2275028,Birmingham City WFC,Sarah Emma Mayling,12,5,Shot,"[94.1, 26.1]","[105.1, 29.0]",Right Foot,Blocked,0.031788044,94.1,26.1,105.1,29.0,1
3931,2275028,Birmingham City WFC,Rachel Williams,23,9,Shot,"[111.4, 42.1]","[117.2, 59.3]",Head,Wayward,0.0744879,111.4,42.1,117.2,59.3,1
3937,2275028,Birmingham City WFC,Claudia Walker,50,5,Shot,"[100.5, 53.8]","[120.0, 50.2, 1.6]",Right Foot,Off T,0.04701103,100.5,53.8,120.0,50.2,1
3943,2275028,Birmingham City WFC,Sarah Emma Mayling,82,13,Shot,"[112.9, 35.9]","[113.4, 35.1]",Head,Blocked,0.08754308,112.9,35.9,113.4,35.1,1
3478,2275092,Birmingham City WFC,Lucy Staniforth,22,16,Shot,"[83.9, 55.1]","[117.9, 38.4, 0.5]",Right Foot,Saved,0.009930425,83.9,55.1,117.9,38.4,1
3486,2275092,Birmingham City WFC,Rachel Williams,46,6,Shot,"[112.8, 31.8]","[119.3, 36.9, 0.5]",Head,Saved,0.028226793,112.8,31.8,119.3,36.9,1
3491,2275092,Birmingham City WFC,Claudia Walker,61,26,Shot,"[101.2, 53.4]","[105.3, 49.8]",Right Foot,Blocked,0.050312404,101.2,53.4,105.3,49.8,1
3495,2275092,Birmingham City WFC,Emma Rose Kelly,80,8,Shot,"[104.8, 22.1]","[106.2, 23.9]",Right Foot,Blocked,0.022293627,104.8,22.1,106.2,23.9,1
3496,2275092,Birmingham City WFC,Lucy Staniforth,80,14,Shot,"[91.9, 39.0]","[107.7, 41.0]",Right Foot,Blocked,0.017732412,91.9,39.0,107.7,41.0,1
3499,2275092,Birmingham City WFC,Emma Rose Kelly,91,5,Shot,"[109.2, 45.6]","[109.8, 44.9]",Left Foot,Blocked,0.077591926,109.2,45.6,109.8,44.9,1
3500,2275092,Birmingham City WFC,Rachel Williams,91,30,Shot,"[111.2, 37.1]","[112.6, 37.3]",Head,Blocked,0.019795848,111.2,37.1,112.6,37.3,1
3501,2275092,Birmingham City WFC,Lucy Whipp,91,32,Shot,"[115.0, 37.4]","[120.0, 34.5, 0.2]",Right Foot,Off T,0.2592216,115.0,37.4,120.0,34.5,1
3928,2275028,Birmingham City WFC,Sarah Emma Mayling,12,5,Shot,"[94.1, 26.1]","[105.1, 29.0]",Right Foot,Blocked,0.031788044,94.1,26.1,105.1,29.0,1
3931,2275028,Birmingham City WFC,Rachel Williams,23,9,Shot,"[111.4, 42.1]","[117.2, 59.3]",Head,Wayward,0.0744879,111.4,42.1,117.2,59.3,1
3937,2275028,Birmingham City WFC,Claudia Walker,50,5,Shot,"[100.5, 53.8]","[120.0, 50.2, 1.6]",Right Foot,Off T,0.04701103,100.5,53.8,120.0,50.2,1
3943,2275028,Birmingham City WFC,Sarah Emma Mayling,82,13,Shot,"[112.9, 35.9]","[113.4, 35.1]",Head,Blocked,0.08754308,112.9,35.9,113.4,35.1,1
3333,19743,Birmingham City WFC,Chloe Arthur,23,11,Shot,"[86.0, 34.0]","[119.0, 33.3, 0.5]",Left Foot,Off T,0.016625367,86.0,34.0,119.0,33.3,1
3335,19743,Birmingham City WFC,Charlie Wellings,26,20,Shot,"[106.0, 54.0]","[110.0, 53.0]",Left Foot,Wayward,0.02135001,106.0,54.0,110.0,53.0,1
3583,19789,Birmingham City WFC,Lucy Quinn,29,38,Shot,"[100.0, 53.0]","[120.0, 32.7, 0.5]",Left Foot,Off T,0.026289651,100.0,53.0,120.0,32.7,1
3587,19789,Birmingham City WFC,Emma Follis,35,9,Shot,"[113.0, 42.0]","[120.0, 37.0, 0.2]",Right Foot,Goal,0.3244375,113.0,42.0,120.0,37.0,1
3589,19789,Birmingham City WFC,Chloe Arthur,48,38,Shot,"[84.0, 57.0]","[118.0, 43.4, 0.9]",Left Foot,Saved,0.008740123,84.0,57.0,118.0,43.4,1
3590,19789,Birmingham City WFC,Emma Follis,52,31,Shot,"[107.0, 47.0]","[119.0, 33.9, 0.2]",Right Foot,Off T,0.3218132,107.0,47.0,119.0,33.9,1
3591,19789,Birmingham City WFC,Lucy Quinn,60,5,Shot,"[96.0, 32.0]","[119.0, 43.8, 2.1]",Right Foot,Goal,0.043944445,96.0,32.0,119.0,43.8,1
3592,19789,Birmingham City WFC,Charlie Wellings,67,43,Shot,"[95.0, 47.0]","[119.0, 44.4, 3.9]",Right Foot,Off T,0.043685533,95.0,47.0,119.0,44.4,1
3594,19789,Birmingham City WFC,Ellen White,76,33,Shot,"[112.0, 29.0]","[114.0, 32.0]",Left Foot,Blocked,0.07381769,112.0,29.0,114.0,32.0,1
3595,19789,Birmingham City WFC,Ellen White,80,50,Shot,"[97.0, 53.0]","[118.0, 19.0]",Right Foot,Wayward,0.055921633,97.0,53.0,118.0,19.0,1
3597,19789,Birmingham City WFC,Emma Follis,90,7,Shot,"[111.0, 55.0]","[117.0, 44.0, 1.4]",Right Foot,Saved,0.03954463,111.0,55.0,117.0,44.0,1
